store_name,phone_numbers,website,cashback_percentage,rating,rating_count,categories,main_category,active,instagram,facebook,notes,city,district,street,house,address_notes,coordinates,operating_hours,total_locations
Grandmart,+994502517747,https://grandmart.az/,1.0,4.7,276445,Supermarketlər,Supermarketlər,True,https://www.instagram.com/grandmart.supermarket,https://www.facebook.com/grandmart.supermarket,"*Alış-veriş zamanı digər loyallıq kartlarından istifadə olunduğu təqdirdə Bir bonus kartlarından istifadə məhdudlaşdırılır.

*Bir bonus bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

*Premium müştərinin faktura ayı ərzində alışları 200 AZN-dən çox olduqda, o, 1% əvəzinə 2% almağa başlayır.

*Bir bonus “alkoqollu içkilər” və “tütün məmulatları” kateqoriyalarından olan məhsullara şamil edilmir.


*Bir bonus topdan alışlara şamil edilmir.",Bakı,Nəsimi,Səməd Vurğun,54,AAF Mall,"40.376361,49.841782",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,31
Möcüzə Market,,,1.0,4.7,10676,Supermarketlər,Supermarketlər,True,,,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Sabunçu,Nazim İsmayılov,5,,"40.430629,49.957369",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00; sat: 08:00-23:00; sun: 08:00-23:00,1
Aplus,+994555152255,,1.0,4.7,9470,Supermarketlər,Supermarketlər,True,https://instagram.com/aplus.az?igshid=YmMyMTA2M2Y=,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.
",Bakı,Yasamal,A.M.Şərifzadə,,İnşaatçılar metrosunun yaxınlığında,"40.378009,49.85344",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,11
Balli Market,+994774225509,,1.0,4.7,32836,Supermarketlər | Supermarketlər | Supermarketlər,Supermarketlər,True,,, ,Bakı,Suraxanı,Yeni Günəşli qəsəbəsi,13,"""D"" yasayış binası","40.376419,49.978215",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,12
Trendyol,+994123456789,,1.0,,0,"Moda və stil | Qadın geyimləri | Qadın ayaqqabıları | Qadın aksesuarları | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları | Saat və zinyat əşyaları | Çantalar, baqaj, çətir | Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | Avtomobil elektronikası | Məişət texnikası | Foto, video kameralar və aksessuarlar | Ev və məişət | Məişət texnikası | Xaricdən malların daşınması",Moda və stil,True,,,,Bakı,Binəqədi,1,,,"40.378009,49.85344",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Okean Market 1,,,1.0,4.8,6594,Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.


Okean Market - Bakıda yerləşən ərzaq mağazasıdır.
Burada bütün ailə üçün lazım olan məhsullar hər tapa bilərsiniz: kolbasa və ət, çörək məhsulları, qəlyanaltılar, müxtəlif turşular, şirələr və sərinləşdirici içkilər, uşaq qidaları, kərə yağı, qəhvə, çay, makaron, yuyucu vasitələr. və s. Orijinal qablaşdırmada olan bütün məhsullar açıq şəkildə qeyd olunub: məhsulun adı, xalis çəki, məhsulun tərkibindəki maddələr, həmçinin istehsalçının adı və son istifadə tarixi.

",Bakı,Nərimanov,Əliyar Əliyev,61,,"40.409432,49.872922",sun: None-None; sat: None-None; fri: None-None; thu: None-None; wed: None-None; tue: None-None; mon: None-None,1
Elmar Market,+994502746112,,1.0,4.6,7112,Supermarketlər | Marketlərdə məhsullar | Restoran və kafelər | Supermarketlər | Marketlərdə məhsullar | Marketlərdə məhsullar | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər | Supermarketlər,Supermarketlər,True,,,*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.,Bakı,Qaradağ,"Lökbatan ŞTQ, Qobu Park yaşayış kompleksi",,,"40.347394,49.749619",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00; sat: 08:00-23:00; sun: 08:00-23:00,5
Aloe Pharm and Beauty,,,0.5,4.7,2763,Gözəllik və sağlamlıq | Apteklər | Sağlamlıq məhsulları,Gözəllik və sağlamlıq,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

*Premium müştərinin faktura ayı ərzində alışları 50 AZN-dən çox olduqda, müştəri loyallıqdan standart keşbek ilə birgə əlavə 4,5% keşbek almağa başlayır.

Aloe+ Bakıda yeni apteklər şəbəkəsidir. Apteklər təhlükəsizlik yoxlamalarından keçmiş yüksək keyfiyyətli və sertifikatlı məhsullar təklif edirlər. Burada siz geniş çeşiddə dərmanlar, gigiyena vasitələri, arıqlama vasitələri, ortopedik ləvazimatlar, tibbi məhsullar və cihazlar, ana və uşaqlar üçün məhsullar, sağlam qida əlavələri, bitki çayları tapa bilərsiniz.

*UMİCO sığorta ilə edilən alış-verişlərə şamil edilmir.",Bakı,Səbail,Xaqani,18,,"40.37251,49.84258",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,51
Buta Aptek,+994502900201,,0.5,4.8,2754,Gözəllik və sağlamlıq | Apteklər | Gözəllik və sağlamlıq | Apteklər | Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,https://www.instagram.com/butaaptek_/,https://www.facebook.com/butaaptek0366,*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.,Bakı,Nəsimi,Dilarə Əliyeva,235A ,,"40.379244,49.849434",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,150
Pharmastore Aptek,+994502731122,,1.0,4.8,1245,Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,,,"Pharmastore Aptek - Bakida apteklər şəbəkəsidir. Apteklərdə təhlükəsizlik sertifikatı almış, yüksək keyfiyyətli məhsullar təqdim olunub. Burada müxtəlif dərmanların, gigiyena məhsullarının, arıqlama məhsullarının, tibbi cihazların, ana və uşaq məhsullarının geniş çeşidlərini əldə edə bilərsiniz.
",Bakı,Səbail,Üzeyir Hacibəyov ,63C,Hökümət evi ilə üzbəüz,"40.37446,49.85049",mon: 08:00-22:00; tue: 08:00-22:00; wed: 08:00-22:00; thu: 08:00-22:00; fri: 08:00-22:00; sat: 08:00-22:00; sun: 08:00-22:00,32
Dalga Market,+994553083555,,1.0,4.8,3340,Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.
 
",Bakı,Yasamal,Kamal Rəhimov,15,Yasamal ATS,"40.3863,49.8016",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Okean Market 2,,,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Nəsimi,Əli̇mərdan bəy Topçubaşev,346,,"40.378009,49.85344",sun: None-None; sat: None-None; fri: None-None; thu: None-None; wed: None-None; tue: None-None; mon: None-None,1
Darçın Aptek,+994506888338,,2.0,4.7,5410,Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,,https://www.facebook.com/Premium-Assistance-221213034642319/,"Darçin aptek - Bakida apteklər şəbəkəsidir. Apteklərdə təhlükəsizlik sertifikatı almış, yüksək keyfiyyətli məhsullar təqdim olunub. Burada müxtəlif dərmanların, gigiyena məhsullarının, arıqlama məhsullarının, tibbi cihazların, ana və uşaq məhsullarının geniş çeşidlərini əldə edə bilərsiniz.

",Bakı,Nəsimi,Rəşid Behbudov,64,,"40.38429,49.842036",sun: None-None; sat: None-None; fri: None-None; thu: None-None; wed: None-None; tue: None-None; mon: None-None,15
Dərya Market,,,1.0,4.8,1173,Supermarketlər,Supermarketlər,True,,,*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.,Bakı,Nərimanov,Əliyar Əliyev,26,,"40.406545,49.87619",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
Go Sport,+994125991970,,4.0,4.8,981,Moda və stil | Qadın geyimləri | Qadın ayaqqabıları | Kişi geyimləri | Kişi ayaqqabıları | Uşaq geyimləri | Uşaq ayaqqabıları | İstirahət və əyləncə | İdman və aktiv istirahət | İdman malları | İş və təhsil | İdman malları | Premium,Moda və stil,True,,,"*Umico bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

*Utilizasiya butün məhsulların alışına şamil olunur.

*Endirimli məhsulların alışına hissəli utilizasiya şamil edilmir.

*UMICO endirimli mallara şamil edilmir.


Go Sport - Azərbaycanda çox markalı idman malları mağazalarının populyar şəbəkəsidir. Mağazaların çeşidi dünyanın aparıcı idman markaları olan Puma, Nike, Adidas, Globe, Asics, Le Coq, Venum, The North Face və digərlərindən aktiv həyat tərzi sürən hər kəs üçün məhsullar təqdim edir. Burada futbol, basketbol, tennis, üzgüçülük, skeytbord, roller və velosiped idman növləri üçün geyim və aksesuarları tapa bilərsiniz. Təcrübəli şəbəkə məsləhətçiləri hər il ən yüksək səviyyədə xidmət göstərmək və məhsul seçimində ekspert yardımı göstərmək üçün təlim keçirlər.
",Bakı,Nəsimi,Neftçilər prospekti,151,"Port Baku Mall, 3-cü mərtəbə","40.375025,49.860637",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,3
Sizin Market,"+994123709402, +994552553507",,1.0,,0,Supermarketlər,Supermarketlər,True,,,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Xətai,Babək prospekti,64D,,"40.394911,49.95024",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Dəniz Market,,,1.0,4.7,483,Supermarketlər,Supermarketlər,True,,,*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.,Bakı,Nərimanov,Faiq Yusifov,12,,"40.402752,49.87544",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Avis Tibbi Marketlər Şəbəkəsi,,,1.0,4.9,671,Gözəllik və sağlamlıq | Apteklər | Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

",Bakı,Səbail,R.Rza,23,Xəqani t/m ilə üzbəüz,"40.372364,49.83894",mon: 09:00-22:30; tue: 09:00-22:30; wed: 09:00-22:30; thu: 09:00-22:30; fri: 09:00-22:30; sat: 09:00-22:30; sun: 09:00-22:30,9
Baqqal,+994502517747,,1.0,4.8,1113,Supermarketlər,Supermarketlər,True,,,"*Alış-veriş zamanı digər loyallıq kartlarından istifadə olunduğu təqdirdə Umico Bonus kartlarından istifadə məhdudlaşdırılır.

*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

*Premium müştərinin faktura ayı ərzində alışları 200 AZN-dən çox olduqda, o, 1% əvəzinə 2% almağa başlayır.

*UMİCO “alkoqollu içkilər” və “tütün məmulatları” kateqoriyalarından olan məhsullara şamil edilmir.


*UMİCO topdan alışlara şamil edilmir.",Bakı,Nərimanov,Aşıq Molla Cümə,79/2,Nərimanov m/st,"40.378009,49.85344",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00; sat: 08:00-23:00; sun: 08:00-23:00,3
Voyage Beauté,+994502786092,,1.5,,0,Gözəllik və sağlamlıq | Manikür və pedikür məhsulları | Parfümeriya | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,,,,Bakı,Nəsimi, Neftçilər prospekti,153,Crescent Mall,"40.373863,49.859535",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Metro Aptek,+994502731122,,1.0,4.7,969,Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,,,,Bakı,Nəsimi,Puşkin,,"""28 May"" m/s girişi","40.379619,49.848459",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,13
Safastore Supermarket,+994124308585,http://www.safa.az/store,1.0,4.6,10110,Supermarketlər,Supermarketlər,True,https://www.instagram.com/safastore_supermarket/,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.
",Bakı,Binəqədi,Mir Cəlal,23A,,"40.413865,49.803992",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
AF Market,"+994506144439, +994509626266",,1.0,,0,Supermarketlər,Supermarketlər,True,,,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Binəqədi,Novxanı yolu,1,SOCAR-la üzbəüz,"40.481604,49.83662",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Günaydın Restaurant & Steak House,,,3.0,4.9,581,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər | Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,,,,Bakı,Nərimanov,Xətai,51,Heydər Əliyev Mərkəzinin yaxınlığında,"40.392278,49.863633",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,2
Xəzri Market,,,1.0,4.2,207,Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

",Bakı,Binəqədi,Mir Cəlal,,9 saylı şəhər poliklinika yaxınlığı,"40.378009,49.85344",sun: 08:00-00:00; sat: 08:00-00:00; fri: 08:00-00:00; thu: 08:00-00:00; wed: 08:00-18:00; tue: 08:00-00:00; mon: 08:00-00:00,1
Damla Market,,,1.0,4.9,161,Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

",Bakı,Yasamal,İsmayil Hidayətzadə,150,,"40.327346,49.780591",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Hyundai,,https://www.hyundai.az/,2.0,4.7,213,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Maşın hissələri | Avtoservis","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/hyundaiazerbaijan/,https://www.facebook.com/HyundaiAzerbaijan,"* UMICO avtomobil alışlarına tətbiq edilmir.

Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.",Bakı,Binəqədi,Ziya Bünyadov ,118,,"40.427448,49.897716",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Skechers,+994125991969,http://www.blueplanet.az/en/sport-luxury,4.0,4.7,321,Moda və stil | Qadın ayaqqabıları | Kişi ayaqqabıları,Moda və stil,True,,https://www.facebook.com/Skechers.az/,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

*Utilizasiya butün məhsulların alışına şamil olunur.

*Endirimli məhsulların alışına hissəli utilizasiya şamil edilmir.

*UMİCO endirimli məhsullara şamil edilmir.


Skechers - Bakıda məşhur Amerika ayaqqabı brendi mağazalarıdır. Burada həm gündəlik, həm də idman üçün ideal olan qadın, kişi və uşaq ayaqqabılarının geniş seçimini tapa bilərsiniz. Brendin müntəzəm olaraq yenilənən kolleksiyalarında 2 növ ayaqqabı var: ayağın arxa hissəsindəki təsirləri asanlaşdırmaq üçün yenilikçi texnologiyalardan istifadə edən yastıqlama və qoruma ilə birlikdə Skechers Gorun ayaqqabısı və gəzmək və qaçmaq üçün xüsusi hazırlanmış Skechers Gowalk. Hər bir Skechers cütü yüksək keyfiyyət, rahatlıq və  mükəmməl üslubu özündə cəmləşdirir.
",Bakı,Nəsimi,Azadlıq prospekti,15A/4,"28 Mall, 3-cü mərtəbə","40.379163,49.846851",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,4
Amburan Kids,+994125254404,https://amburanmall.az/az/amburan-kids/,1.5,,0,Uşaq və analara | Uşaq bayramları | Uşaq əyləncəsi | İstirahət və əyləncə | Əyləncə | Uşaqlar üçün əyləncə,Uşaq və analara,True,https://www.instagram.com/amburankids/,https://www.facebook.com/amburankidsaz,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Xəzər,Zuğulba prospekti,337,"Amburan Mall, 2-ci mərtəbə","40.588254,50.058259",tue: 13:00-21:00; wed: 13:00-21:00; thu: 13:00-21:00; fri: 12:00-21:00; sat: 11:00-21:00; sun: 11:00-21:00,1
Oskar Market,,,1.0,4.9,317,Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.


Oscar Market, Bakının mərkəzində yerləşən ərzaq mağazasıdır. Mağazada geniş çeşiddə keyfiyyətli qida və məişət məhsulları təklif olunur: çörək məhsulları, alkoqollu və alkoqolsuz içkilər, konservlər, şirniyyat, ət və toyuq, süd və kolbasa məhsulları, tərəvəz və meyvələr, gigiyena məhsulları, məişət kimiyası və daha çox şey. Oscar Marketin xoş bir üstünlüyü, sifarişlərin şəhər daxilində çatdırılmasıdır.

",Bakı,Yasamal,Lev Tolstoy,156,,"40.373418,49.840114",sun: None-None; sat: None-None; fri: None-None; thu: None-None; wed: None-None; tue: None-None; mon: None-None,1
Xurcun,,,5.0,4.9,83,Şirniyyat dükanı | Restoran və kafelər | Şirniyyat dükanı | Restoran və kafelər | Şirniyyat dükanı | Restoran və kafelər | Şirniyyat dükanı | Restoran və kafelər | Restoran və kafelər | Şirniyyat dükanı | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Restoran və kafelər | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Restoran və kafelər | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Şirniyyat dükanı | Restoran və kafelər | Restoran və kafelər | Şirniyyat dükanı | Şirniyyat dükanı | Əyləncə | İstirahət və əyləncə | Umico Shopping Fest | Umico Shopping Fest,Restoran və kafelər,True,,,,Bakı,Səbail,Neftçilər prospekti,26a ,Deniz mall,"40.35835,49.83751",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,6
Buta Supermarket,+994124574079,,1.0,4.8,2192,Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

 ",Bakı,Suraxanı,"Hövsan qəsəbəsi, Məktəbli ",18,,"40.3742,50.0859",mon: 07:30-01:00; tue: 07:30-01:00; wed: 07:30-01:00; thu: 07:30-01:00; fri: 07:30-01:00; sat: 07:30-01:00; sun: 07:30-01:00,1
Dəniz Karting,+994125254404,https://flashkart.az/,1.5,,0,Uşaq və analara | Uşaq əyləncəsi | İstirahət və əyləncə | Əyləncə | Kartinq,İstirahət və əyləncə,True,https://www.instagram.com/flashkart.baku/,https://www.facebook.com/flashkart.baku,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Səbail,Neftçilər prospekti,26A,"Deniz Mall, 4-cü mərtəbə","40.358111,49.836788",sat: 10:00-22:00; sun: 10:00-22:00; mon: 13:00-22:00; tue: 13:00-22:00; wed: 13:00-22:00; thu: 13:00-22:00; fri: 13:00-22:00,1
Mamam Chocolate & Bakery,,https://mamambakery.az/,3.0,,0,Restoran və kafelər | Şirniyyat dükanı,Restoran və kafelər,True,https://www.instagram.com/mamam_bakery_/?hl=en,,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Nəsimi,Ceyhun Səlimov ,7,,"40.401825,49.820394",mon: 08:00-17:00; tue: 08:00-17:00; wed: 08:00-17:00; thu: 08:00-17:00; fri: 08:00-17:00; sat: 08:00-17:00; sun: 08:00-17:00,4
Ideal Market,,,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Nərimanov,Zeynal Xəlil,11,Montin Bazar,"40.393753,49.877035",sun: None-None; sat: None-None; fri: None-None; thu: None-None; wed: None-None; tue: None-None; mon: None-None,1
Kinderland Shuvelan Mini,+994125254404,https://caspianentertainment.com/our-projects/kinderland-shuvelan-mini-en,1.5,,0,Uşaq və analara | Uşaq bayramları | Uşaq əyləncəsi | İstirahət və əyləncə | Əyləncə | Uşaqlar üçün əyləncə,Uşaq və analara,True,https://www.instagram.com/kinderlandshuvelanmini/,https://www.facebook.com/kinderlandshuvelanmini,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Xəzər,"Şüvəlan qəsəbəsi, Almaz İldırım",68,Shuvalan Park,"40.484534,50.184169",tue: 12:00-21:00; wed: 12:00-21:00; thu: 12:00-21:00; fri: 12:00-21:00; sat: 11:00-21:00; sun: 11:00-21:00,1
Yves Rocher,+994557860084,,1.5,4.7,1550,Gözəllik və sağlamlıq | İdman və gözəllik xidmətləri | Manikür və pedikür məhsulları | Parfümeriya | Dekorativ kosmetika | Kosmetika və qulluq məhsulları | Gigiyena məhsulları və avadanlıqları,Gözəllik və sağlamlıq,True,https://www.instagram.com/yvesrocher_az/?hl=en,https://www.facebook.com/Yves-Rocher-Azerbaidjan-1648984135407390/,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

Yves Rocher - Fransız markalı bitki mənşəli kosmetika markasının eyni adlı mağazalar şəbəkəsidir. Burada, laboratoriyalarda hərtərəfli sınaqdan keçmiş təbii məhsullar və bitki mənşəli maddələr əsasında yaradılmış üz, bədən və saç üçün qulluq vasitələri, dekorativ kosmetika, ətir və digər əlaqəli məhsulların geniş çeşidi təklif olunur. Markanın fərqli bir xüsusiyyəti, hər hansı bir dəri növünə maksimum təsirini təmin edən təkrarolunmaz resepturadır. Mağazalarda müxtəlif kosmetik vasitələrin geniş çeşidi və daimi aksiyalara görə hər kəsə Yves Rocher məhsullarını cəlbedici qiymətə ala bilər.

*Yves Rocher Puşkin 30 filialı take away servisi ilə işləyir",Bakı,Səbail,Bülbül prospekti,,Sahil t/m,"40.3722,49.8445",mon: 11:00-21:00; tue: 11:00-21:00; wed: 11:00-21:00; thu: 11:00-21:00; fri: 11:00-21:00; sat: 11:00-21:00; sun: 11:00-21:00,10
Focus Optika,+994412376185,,3.0,5.0,60,Gözəllik və sağlamlıq | Optika | Gözəllik və sağlamlıq | Optika,Gözəllik və sağlamlıq,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

",Bakı,Səbail,Bülbül prospekti,10,Sahil m/s-nın girişi ilə üzbəüz,"40.372021,49.844739",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,21
Zənbil Market,+994124547628,,1.0,4.7,3076,Marketlərdə məhsullar | Supermarketlər | Marketlərdə məhsullar | Supermarketlər,Supermarketlər,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.
",Bakı,Xəzər,Sergey Yesenin,106,,"40.4872,50.165",mon: 07:30-23:00; tue: 07:30-23:00; wed: 07:30-23:00; thu: 07:30-23:00; fri: 07:30-23:00; sat: 07:30-23:00; sun: 07:30-23:00,1
Kinderland,+994125254404,https://kinderland.az/,1.5,,0,Uşaq və analara | Uşaq bayramları | Uşaq əyləncəsi | İstirahət və əyləncə | Əyləncə | Uşaqlar üçün əyləncə,Uşaq və analara,True,https://www.instagram.com/kinderlandbaku/,https://www.facebook.com/Kinderlandaz,Smart Bonus - Umico kartını göstərmədən Kapital Bank kartları ilə ödəniş edə və avtomatik olaraq bonuslar ala bilərsən.,Bakı,Səbail,Neftçilər prospekti,26a,"Deniz Mall, 5-ci mərtəbə","40.358111,49.836788",fri: 12:00-22:00; sat: 11:00-22:00; sun: 11:00-22:00; tue: 13:00-21:00; wed: 13:00-21:00; thu: 13:00-21:00,1
Nike,+994125991970,https://www.nike.com/,4.0,4.8,50,Moda və stil | Qadın geyimləri | Qadın ayaqqabıları | Qadın aksesuarları | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları | Uşaq və analara | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları | İstirahət və əyləncə | İdman və aktiv istirahət | İdman malları,Moda və stil,True,,,"*UMICO bonusları əldə etmək üçün kartınızı təqdim etməlisiniz.

*Utilizasiya butün məhsulların alışına şamil olunur.

*Endirimli məhsulların alışına hissəli utilizasiya şamil edilmir.

*UMİCO endirimli məhsullara şamil edilmir.



Nike idman malları satışında ixtisaslaşmış Amerika brendi mağazasıdır. Mağazada həm idman, həm də gündəlik istifadə üçün uyğun olan mövsümi idman geyimləri, ayaqqabılar, çantalar və digər əlaqəli əşyalar kolleksiyaları təqdim olunub. Nike məhsulları yüksək keyfiyyət, universallıq və rahatlığı ilə seçilir.
",Bakı,Səbail,Netfçilər prospekti,26А,"Deniz Mall, 1-ci mərtəbə","40.358275,49.837279",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
