store_name,phone_numbers,website,cashback_percentage,rating,rating_count,categories,main_category,active,instagram,facebook,notes,city,district,street,house,address_notes,coordinates,operating_hours,total_locations
Dolce Baby,,,2.0,,,Uşaq və analara | Uşaq geyimləri | Uşaq ayaqqabıları,Uşaq və analara,True,https://www.instagram.com/dolcebaby.az/,,,Bakı,Nəsimi,Fikrət Əmirov,24,Perron Gallery T/M 2-ci mərtəbə,"40.381141,49.851913",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Fidan məktəb geyimləri,,,2.0,,,Uşaq və analara | Uşaq geyimləri,Uşaq və analara,True,https://www.instagram.com/fidan.mekteb.geyimleri/,,,Bakı,Nəsimi,Fikrət Əmirov,24,Perron Gallery T/M 2-ci mərtəbə,"40.381141,49.851913",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Arena Store,,,2.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Suraxanı,Yusif Eyvazov,151 A,,"40.39885,49.98384",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Liqui Moly,,https://lmshop.az/,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtoservis | Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtoservis | Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtoservis","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/lmshop_az/,,,Bakı,Yasamal,Balababa Məcidov,,,"40.37971,49.823458",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,5
Fashion Look,,,2.0,,0,Moda və stil | Qadın geyimləri | Qadın ayaqqabıları | Qadın aksesuarları,Moda və stil,True,,,,Bakı,Yasamal,Abbas Mirzə Şərifzadə,78,,"40.380142,49.804544",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Time  Store,,,2.0,,,Moda və stil | Saat və zinyat əşyaları,Moda və stil,True,https://www.instagram.com/time_store.az/,,,Bakı,Nərimanov,Ağa Nemətulla,61,Nərimanov m/s,"40.407127,49.86854",mon: 10:00-20:30; tue: 10:00-20:30; wed: 10:00-20:30; thu: 10:00-20:30; fri: 10:00-20:30; sat: 10:00-20:30; sun: 10:00-20:30,1
Mezuro Baku,,https://mezuro.az/,3.0,,0,Moda və stil | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları | Moda və stil | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları,Moda və stil,True,https://www.instagram.com/mezurobaku/,,,Bakı,Binəqədi,İbrahim Paşa Dadaşov,117,,"40.419352,49.842251",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,2
Mila Styler,+994702228825,,0.0,,,Qurğu və texnologiyalar | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/milabrush.az/,,,Bakı,Binəqədi,Online,,,"40.378009,49.85344",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Unity Food,+994123102272,https://unityfood.az/,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Nərimanov,Əlicabbar Orucəliyev,70/72,99 level yaxınlığında,"40.378009,49.85344",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Püste,,,2.0,,0,Supermarketlər,Supermarketlər,True,https://www.instagram.com/puste.baku/,,,Bakı,Nəsimi,Əlövsət Quliyev ,126,,"40.374556,49.839259",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
St Pilates,,,2.0,,0,İstirahət və əyləncə | İdman və aktiv istirahət,İstirahət və əyləncə,True,https://www.instagram.com/stpilates.az/,,,Bakı,Xətai,8 Noyabr,,Blue Residence,"40.369532,49.937041",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Silverado,,,2.0,,0,Moda və stil | Qadın aksesuarları | Kişi aksesuarları | Saat və zinyat əşyaları,Moda və stil,True,https://www.instagram.com/silveradobaku/,,,Bakı,Nərimanov,Xətai pr,15,Şərq bazarı ticarət mərkəzi 1-ci mərtəbə,"40.387193,49.855856",mon: 10:00-18:00; tue: 10:00-18:00; wed: 10:00-18:00; thu: 10:00-18:00; fri: 10:00-18:00; sat: 10:00-18:00; sun: 10:00-18:00,1
Benda,,,2.0,,0,"Avto, moto və digər nəqliyyat | Moto texnika","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/benda.azerbaijan/,,,Bakı,Xətai,8 Noyabr,66,,"40.377696,49.899377",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
RS Service,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtoservis","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/rs_service_baku/,,,Bakı,Səbail,Badamdar şosesi,73C,,"40.353797,49.812931",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
Yumaq grooming center & pet shop,,,5.0,,0,Ev və məişət | Ev heyvanları və heyvan ləvazimatları,Ev və məişət,True,https://www.instagram.com/yumaq.pets/,,,Bakı,Səbail,Cəfər Cabbarlı,42,,"40.38261,49.82956",mon: 10:00-20:30; tue: 10:00-20:30; wed: 10:00-20:30; thu: 10:00-20:30; fri: 10:00-20:30; sat: 10:00-20:30; sun: 10:00-20:30,1
Intershin,,https://intershin.az/,2.5,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Disk və təkərlər","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/intershin,https://www.facebook.com/Intershin,,Bakı,Qaradağ,Lokbatan qəsəbəsi,,Abşeron Ticarət Mərkəzi,"40.320998,49.757707",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,2
ZemZoo,,,3.0,,0,Ev və məişət | Ev heyvanları və heyvan ləvazimatları,Ev və məişət,True,https://www.instagram.com/zem_zoo/,,,Bakı,Sabunçu,Azərbaycan qadını,511,,"40.586584,50.038053",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,4
Zoo Best,,,2.0,,0,Ev və məişət | Ev heyvanları və heyvan ləvazimatları,Ev və məişət,True,https://www.instagram.com/zoobest_neftciler/,,,Bakı,Nizami,Qara Qarayev prospekti,66,,"40.411128,49.942005",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Sushi Garden Baku,,,3.0,,,Restoran və kafelər | Suşi barlar | İstirahət və əyləncə | Əyləncə | Suşi barlar,Restoran və kafelər,True,https://www.instagram.com/sushi_garden_baku/,,,Bakı,Yasamal,Məhəmməd Naxçıvani,9,,"40.38347,49.825208",mon: 11:00-03:00; tue: 11:00-03:00; wed: 11:00-03:00; thu: 11:00-03:00; fri: 11:00-03:00; sat: 11:00-03:00; sun: 11:00-03:00,1
Tulip  Baby,+994000000000,,2.0,,0,Moda və stil | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları | Uşaq və analara | Uşaq geyimləri,Moda və stil,True,https://www.instagram.com/_tulip_baby/,,,Bakı,Xətai,Kazımağa Kərimov,5,,"40.376293,49.920177",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Guardvision,,,0.0,,,Qurğu və texnologiyalar | Ev və məişət | Ağıllı ev | Ağıllı ev,Qurğu və texnologiyalar,True,https://www.instagram.com/guardvision.co.az/,,,Bakı,Nərimanov,Şah İsmayıl Xətai prospekti,,,"40.39031,49.8601",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
HOME BRAND,+994000000000,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/homebrandsbaku?igsh=MW1wZnZ2YzRzbWJ2cA==,,,Bakı,Nərimanov,Faiq Yusifov,24,,"40.405319,49.873337",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Umico Markеt,+994111111111,,0.0,,,,,True,,,,Bakı,Binəqədi,1,,,"40.378009,49.85344",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,5
LASSA TƏKƏR MAĞAZASI,,,1.0,,,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey","Avto, moto və digər nəqliyyat",True,,,,Bakı,Sabunçu,S. Qocayev,30b,,"40.447797,49.9348",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Averta Travel,,,2.0,,,Gəzinti və səyahətlər | Turlar | Biletlər | Otellər | Viza dəstəyi,Gəzinti və səyahətlər,True,https://www.instagram.com/averta_travel/,,,Bakı,Nəsimi,Rixard Zorge,15E,,"40.37786,49.855473",mon: 10:00-18:00; tue: 10:00-18:00; wed: 10:00-18:00; thu: 10:00-18:00; fri: 10:00-18:00; sat: 10:00-15:00; sun: 10:00-15:00,1
AUTOGLASS,,,1.0,,,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtomobillər üçün aksessuarlar","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/autoglass.baku?igsh=emJ0NHA3eWFiYnB1,,,Bakı,Xətai,Vunqtau,11b/50,,"40.375776,49.957264",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
AVTOBAZA,,,4.0,,,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/avtobaza.aze/,,,Bakı,Nəsimi,Rəşid Məmmədov,5,,"40.409363,49.823101",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Bağban coffee and trees,,,40.0,,,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Restoran və kafelər | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/bagban_coffee_trees/,,,Bakı,Nəsimi,Süleyman Rəhimov,157,,"40.378811,49.839872",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00; sat: 08:00-22:00; sun: 08:00-22:00,1
Bravo,,,1.0,,,Supermarketlər,Supermarketlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,120
ByTelecom,+994509706666,https://bytelecom.az/,2.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/bytelecom/,,,Bakı,Səbail,Fəvvarələr Meydanı,6,McDonalds ilə üzbəüz,"40.371519,49.838241",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,3
Sufle Cake House,,https://sufle.az/,3.0,,0,Restoran və kafelər | Şirniyyat dükanı | İstirahət və əyləncə | Əyləncə | Şirniyyat dükanı,Restoran və kafelər,True,https://www.instagram.com/sufle.az/,https://www.facebook.com/people/Sufleaz/100083960533522/,,Bakı,Nərimanov,İbrahimpaşa Dadaşov,57,Cıdır atçılıq mərkəzinin arxası,"40.4107,49.84383",mon: 07:30-23:00; tue: 07:30-23:00; wed: 07:30-23:00; thu: 07:30-23:00; fri: 07:30-23:00; sat: 07:30-23:00; sun: 07:30-23:00,1
Sabko Mart,+994124969594,,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Nərimanov,Qarabağ ,8a,,"40.38692,49.854671",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
Kapital Bank 10001 Hədiyyə,+994111111111,,0.0,,0,,,True,,,,Bakı,Nizami,1,1,,"40.378009,49.85344",sun: 09:00-18:00; sat: 09:00-18:00; fri: 09:00-18:00; thu: 09:00-18:00; wed: 09:00-18:00; tue: 09:00-18:00; mon: 09:00-18:00,1
New Gross Market,+994555937000,,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Yasamal,Həsənbəy Zərdabi,103,Qələbə Residence-in yanı,"40.387283,49.805179",mon: 07:00-00:00; tue: 07:00-00:00; wed: 07:00-00:00; thu: 07:00-00:00; fri: 07:00-00:00; sat: 07:00-00:00; sun: 07:00-00:00,2
Sabko Mart,+994124969594,,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Nərimanov,Qarabağ ,8a,,"40.38692,49.854671",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
